,Site Number,Site Name,Year,Average Daily Volume,Latitude,Longitude
49817,111007,82 Street North of 114 Avenue,2022,19300.0,53.5650393,-113.4672901
49818,251123,105 Street North of  76 Avenue,2020,2400.0,53.5127651,-113.5004391
49819,416416,Beaumaris Road West of Stirling Road,2018,3700.0,53.6203962,-113.5049987
49820,535795,58 Street North of Youville Drive,2021,5500.0,53.4646401,-113.4277379
49821,237730,81 Avenue West of 104 Street,2019,800.0,53.5170859,-113.499243
49822,439609,87 Street North of 135A Avenue,2020,1000.0,53.5980988,-113.4746106
49823,503124,Watt Boulevard SW West of  61 Street SW,2019,2400.0,53.42047,-113.43486
49824,519352,66 Avenue  West of  86 Street,2022,2400.0,53.5019506,-113.4619931
49825,102588,111 Avenue West of 102 Street,2021,17700.0,53.5589179,-113.4987754
49826,219316,36A Avenue West of 106A Street,2019,1500.0,53.4712087,-113.5066084
49827,113069,122 Street North of 117 Avenue,2022,900.0,53.5693067,-113.532428
49828,221962,42 Avenue West of Calgary Trail,2020,3800.0,53.4780279,-113.4984786
49829,504704,Ellerslie Road SW West of  66 Street SW,2021,23500.0,53.4249122,-113.4447981
49830,203944,Rutherford Road SW West of 115 St SW,2019,2200.0,53.4221844,-113.5245049
49831,443289,113A Street North of 131 Avenue,2020,9100.0,53.5917367,-113.5165549
49832,101116,103 Avenue West of 114 Street,2019,1300.0,53.5445991,-113.5185424
49833,252089,Blackmud Creek Drive SW North of Barnes Way SW,2018,7700.0,53.4237975,-113.5089377
49834,531899,30 Street North of  43 Avenue,2021,3600.0,53.4807306,-113.3872775
49835,100016,Queen Elizabeth Park Rd NW North of Saskatchewan Dr NW,2021,12900.0,53.5248493,-113.4993509
49836,401748,Fort Road West of  64 Street,2022,27300.0,53.5862971,-113.4404544
49837,333261,144 Street North of Stony Plain Road,2020,600.0,53.542885,-113.569154
49838,112171,106 Street North of Princess Elizabeth Avenue,2020,11400.0,53.5671223,-113.5029662
49839,333829,149 Street North of  92 Avenue,2018,26500.0,53.5275491,-113.5779247
49840,251501,106 Street North of  55 Avenue,2019,4800.0,53.4927705,-113.5043601
49841,262439,Ambleside Drive East SW North of Ainsley Way SW,2021,2500.0,53.4340587,-113.5988519
49842,521272,78 Avenue West of  77 Street,2022,600.0,53.5141876,-113.4477928
49843,229612,60 Avenue West of 113 Street,2022,4900.0,53.4975213,-113.5235517
49844,112769,116 Street North of 105 Avenue,2022,20500.0,53.5485319,-113.5212674
49845,112097,105 Street North of 102 Avenue,2021,7300.0,53.543525,-113.5010776
49846,313316,111 Avenue West of 126 Street,2022,27500.0,53.5589392,-113.5400812
49847,302272,87 Avenue West of 152 Street,2020,16900.0,53.5194707,-113.5838152
49848,437637,Wayne Gretzky Drive Northbound North of 116 Avenue,2020,17100.0,53.56888,-113.451621
49849,111909,101 Street North of 114 Avenue,2021,8700.0,53.5650339,-113.4937032
49850,105104,120 Avenue West of Fort Road,2021,800.0,53.5736003,-113.4615434
49851,111615,96 Street North of 101 Avenue,2022,600.0,53.5432631,-113.4818142
49852,110717,66 Street North of 120 Avenue,2021,7500.0,53.5740542,-113.4430624
49853,103740,115 Avenue West of 123 Street,2021,800.0,53.5652422,-113.5351259
49854,104178,118 Avenue West of  37 Street,2020,12900.0,53.5703854,-113.3991035
49855,100398,99 Avenue West of 110 Street,2021,3500.0,53.5372561,-113.5112489
49856,331929,136 Street North of 106A Avenue,2020,2600.0,53.550443,-113.556371
49857,541135,96 Street North of 70 Avenue,2018,5800.0,53.5070694,-113.4764362
49858,407636,137 Avenue West of 123A Street,2018,28800.0,53.59952,-113.53777
49859,267383,199 Street North of Hemingway Road,2019,13500.0,53.4894585,-113.6644933
49860,309844,104 Avenue West of 137 Street,2022,800.0,53.5461915,-113.558904
49861,435109,Fort Road NB North of 136 Avenue,2019,15100.0,53.597896,-113.4213977
49862,516068,40 Avenue West of  50 Street,2022,4500.0,53.4760583,-113.4181961
49863,254915,114 Street North of University Avenue,2022,16600.0,53.517333,-113.525623
49864,110065,34 Street North of 116A Avenue,2022,9100.0,53.5693654,-113.3937076
49865,238396,85 Avenue West of 108 Street,2019,1400.0,53.5209571,-113.5107543
49866,521932,Sherwood Park FWY EB On-Ramp East of 50 Street,2019,6000.0,53.5142464,-113.4165594
49867,113057,122 Street North of 111 Avenue,2021,700.0,53.5594467,-113.53241
49868,227920,56 Avenue West of 105 Street,2021,1200.0,53.4932413,-113.5025885
49869,400244,Yellowhead Trail West of Victoria Trail,2022,48600.0,53.5808408,-113.4049941
49870,305664,95 Avenue West of MacKenzie Drive,2022,3400.0,53.531518,-113.575116
49871,442749,109 Street North of 162A Avenue,2021,2000.0,53.6234206,-113.5087938
49872,110745,67 Street North of 122 Avenue,2019,400.0,53.577493,-113.4445553
49873,315052,118 Avenue West of 170 Street,2019,9800.0,53.570441,-113.618362
49874,541767,99 Street North of 70 Avenue,2020,26100.0,53.5071603,-113.4862298
49875,319500,165 Avenue West of 135 Street,2022,1300.0,53.62678,-113.556426
49876,307136,98 Avenue West of 142 Street,2020,1200.0,53.536156,-113.566638
49877,400988,Hooke Road West of Howson Cresent East,2018,1300.0,53.5837239,-113.3815308
49878,534959,50 Street North of 107A Avenue,2020,2400.0,53.5556645,-113.4185469
49879,437653,Wayne Gretzky Drive SB North of 118 Avenue,2019,17500.0,53.5712613,-113.4537104
49880,522064,82 Avenue West of  75 Street,2020,23700.0,53.5180377,-113.4452567
49881,265469,184 Street North of  52 Avenue,2018,4800.0,53.489998,-113.641314
49882,253253,James Mowatt Trail SW North of  30 Avenue SW,2020,7300.0,53.40691,-113.53373
49883,333333,145 Street North of  80 Avenue,2019,1100.0,53.5154764,-113.5717913
49884,523552,90 Avenue West of  50 Street,2021,9500.0,53.522564,-113.421155
49885,520380,73 Avenue West of  83 Street,2019,600.0,53.5093638,-113.4564263
49886,301428,84 Avenue West of 148 Street,2021,1300.0,53.5169041,-113.5777987
49887,534723,50 Street SW North of  41 Avenue SW,2019,16500.0,53.4100441,-113.4181692
49888,253949,112 Street North of  25 Avenue,2021,1900.0,53.4583542,-113.5210246
49889,110009,Abbottsfield Road North of 119 Avenue,2022,2200.0,53.5736323,-113.3885995
49890,235756,76 Avenue West of 105 Street,2019,9600.0,53.5122999,-113.5015453
49891,100696,Jasper Avenue West of 102 Street,2019,21100.0,53.5409278,-113.4964551
49892,252923,Bowen Wynd SW North of Bowen Way SW,2020,800.0,53.4175002,-113.5128318
49893,105932,123 Avenue West of  55 Street,2019,1100.0,53.5783367,-113.4269106
49894,101294,104 Avenue West of 109 Street,2019,31200.0,53.5462128,-113.5093244
49895,112149,106 Street North of 103 Avenue,2021,1900.0,53.5453686,-113.5029122
49896,204704,Ellerslie Road SW East of 119 Street SW,2018,15500.0,53.4248961,-113.5270141
49897,250547,104 Street North of 65 Avenue,2019,22400.0,53.5021218,-113.4976872
49898,541923,100 Street North of  87 Avenue,2019,1100.0,53.5230637,-113.488649
49899,408144,139 Avenue West of Victoria Trail,2022,3800.0,53.6028111,-113.3871606
49900,512584,Silver Berry Road West of  33 Street,2021,3900.0,53.4629697,-113.3891391
49901,105932,123 Avenue West of  55 Street,2021,1100.0,53.5783367,-113.4269106
49902,221212,40 Avenue West of Terwillegar Drive Southbound,2019,10200.0,53.4768129,-113.5765307
49903,306236,96 Avenue West of 144 Street,2020,1600.0,53.5328733,-113.5717823
49904,517564,Jackson Road West of Joyce Road,2018,5300.0,53.4838132,-113.4094278
49905,335513,163 Street North of  93 Avenue,2019,8800.0,53.5301899,-113.6025481
49906,309180,102 Avenue West of 162 Street,2022,1200.0,53.5433005,-113.6017297
49907,267299,199 Street North of  35 Avenue,2019,4900.0,53.473762,-113.6643764
49908,252665,109 Street North of  54 Avenue,2022,2000.0,53.4924923,-113.5118875
49909,511248,Silver Berry Road West of  29 Street,2021,1800.0,53.4571012,-113.3840759
49910,111739,97 Street North of 120 Avenue,2021,42100.0,53.5739741,-113.4922193
49911,260309,Towne Centre Boulevard North of Terwillegar Common,2021,4100.0,53.4472205,-113.5778527
49912,101586,106 Avenue West of 104 Street,2020,3400.0,53.5498142,-113.5001153
49913,409936,144 Avenue West of  57 Street,2020,5700.0,53.6065944,-113.4313532
49914,316300,Yellowhead Trail West of 142 Street,2019,65700.0,53.5812306,-113.5667011
49915,541739,99 Street North of  62 Avenue,2019,23000.0,53.4989924,-113.4861759
49916,434349,50 Street North of Manning Drive EB,2022,25300.0,53.6023468,-113.4169641
49917,534939,50 Street North of 103 Avenue,2021,14700.0,53.5461274,-113.4186098
49918,444445,123 Street North of 167A Avenue,2020,2200.0,53.629026,-113.5347392
49919,336921,184 Street North of 105 Avenue,2021,14000.0,53.5514438,-113.639735
49920,525192,95 Avenue West of  87 Street,2021,3700.0,53.5317561,-113.4623618
49921,333841,149 Street North of 95 Avenue,2018,26200.0,53.5320661,-113.5779876
49922,111869,101 Street North of MacDonald Drive,2021,12000.0,53.5402009,-113.4937122
49923,439709,87 Street North of 177 Avenue,2022,800.0,53.6394935,-113.4732436
49924,239230,Edinboro Road West of 117 Street,2018,200.0,53.5300776,-113.5333273
49925,111881,101 Street North of 104 Avenue,2022,21500.0,53.5468487,-113.4936672
49926,100172,97 Avenue NW West of 105 Street NW,2021,31100.0,53.5340129,-113.50215
49927,504704,Ellerslie Road SW West of  66 Street SW,2019,25700.0,53.4249122,-113.4447981
49928,224116,45 Avenue West of 211 Street,2021,1500.0,53.4831282,-113.6860861
49929,100776,Jasper Avenue West of 122 Street,2018,16200.0,53.5413019,-113.5333543
49930,431833,18 Street North of 227 Avenue,2019,800.0,53.6928253,-113.3688684
49931,330353,Groat Road North of 111 Avenue,2021,32100.0,53.560064,-113.551469
49932,254903,114 Street North of  76 Avenue,2019,36900.0,53.5136208,-113.5258629
49933,206026,Macewan Road SW West of Macewan Close SW,2021,2900.0,53.4290275,-113.5248287
49934,252743,109 Street North of  70 Avenue,2019,23100.0,53.5070694,-113.5120044
49935,500040,41 Avenue SW West of Meridian Street SW,2021,400.0,53.395768,-113.346323
49936,313504,111 Avenue West of 174 Street,2022,7700.0,53.559591,-113.6244645
49937,301596,84 Avenue West of 188 Street,2022,2500.0,53.5180163,-113.6478379
49938,110157,38 Street North of 118 Avenue,2022,1800.0,53.5709836,-113.3999219
49939,536667,65 Street North of 106 Avenue,2020,2200.0,53.549873,-113.4312363
49940,230975,63 Avenue West of 126 Street,2018,1000.0,53.4999286,-113.547015
49941,330733,129 Street North of 121 Avenue,2022,1400.0,53.5749887,-113.5445238
49942,541259,Parsons Road North of Karl Clark Road,2020,17800.0,53.4507178,-113.4792151
49943,538063,75 Street North of  88 Avenue,2021,40200.0,53.524149,-113.4428825
49944,432089,Clareview Road East North of 129 Avenue,2022,800.0,53.5888969,-113.3784551
49945,251831,107 Street North of  54 Avenue,2020,400.0,53.4920964,-113.5089377
49946,318040,140 Avenue West of 127 Street,2022,7000.0,53.6020587,-113.5430939
49947,200260,41 Avenue SW West of 170 Street SW,2020,400.0,53.3957662,-113.6253908
49948,443349,Castle Downs Road North of 162 Avenue,2019,13100.0,53.6241619,-113.5175532
49949,539127,82 Street North of  93 Avenue,2022,800.0,53.5283189,-113.452892
49950,409848,144 Avenue West of  31 Street,2018,4800.0,53.6079017,-113.3887524
49951,308912,Stony Plain Road West of 149 Street,2019,17900.0,53.5415263,-113.578842
49952,515340,38 Avenue West of  62 Street,2020,8500.0,53.4743936,-113.4347167
49953,110153,38 Street North of 116 Avenue,2019,1900.0,53.5690824,-113.3999309
49954,303764,91 Avenue West of 143 Street,2021,1700.0,53.5248814,-113.5680591
49955,112003,103 Street North of Jasper Avenue,2021,3800.0,53.541638,-113.497408
49956,333057,142 Street North of 134 Avenue,2021,6500.0,53.5984617,-113.5658018
49957,522168,82 Avenue West of  99 Street,2021,22500.0,53.5180698,-113.4875968
49958,100700,Jasper Avenue West of 103 Street,2021,21300.0,53.5409224,-113.4985056
49959,311272,107 Avenue West of 163 Street,2022,20500.0,53.551306,-113.604561
49960,223732,Whitemud Drive West of 178 Street,2019,56600.0,53.5121769,-113.6428197
49961,100378,99 Avenue West of 105 Street,2022,3000.0,53.5372348,-113.5020579
49962,311224,107 Avenue West of 152 Street,2019,22300.0,53.5510538,-113.5842559
49963,263819,172 Street North of Lessard Drive,2019,2700.0,53.4944772,-113.6201028
49964,260999,Whitemud Road North of  54 Avenue,2019,400.0,53.4921124,-113.5825112
49965,414436,153 Avenue West of 121 Street,2019,22900.0,53.6169929,-113.5334712
49966,257279,127 Street SW North of  20 Avenue SW,2020,5400.0,53.415442,-113.5408906
49967,230278,62 Avenue West of 106 Street,2020,500.0,53.4991689,-113.5062847
49968,308760,Stony Plain Road West of 199 Street,2018,45500.0,53.5411415,-113.6725243
49969,333957,149 Street North of 124 Avenue,2022,20100.0,53.5799919,-113.5780056
49970,251453,106 Street North of Whitemud Drive EB,2021,12900.0,53.4814531,-113.5042702
49971,102742,112 Avenue West of  64 Street,2021,13600.0,53.5650553,-113.4371718
49972,414420,153 Avenue West of Veterans Way,2018,21600.0,53.6142241,-113.5130926
49973,312420,109 Avenue West of 159 Street,2020,700.0,53.5536344,-113.5950297
49974,112275,109 Street North of 111 Avenue,2022,29000.0,53.559475,-113.508439
49975,515772,Mill Woods Road West of  87 Street,2019,12200.0,53.4741902,-113.463504
49976,100620,Jasper Avenue West of  91 Street,2018,20000.0,53.5493921,-113.4747095
49977,308856,Stony Plain Road West of 142 Street,2019,23300.0,53.5428997,-113.5665932
49978,335733,165 Street North of 96 Avenue,2019,1300.0,53.5332795,-113.6061004
49979,421792,Rapperswill Drive West of 123 Street,2022,6400.0,53.6325777,-113.53634
49980,525056,95 Avenue West of  57 Street,2020,400.0,53.534757,-113.425671
49981,539687,Lakewood Road West North of  27 Avenue,2021,3400.0,53.4581668,-113.4598617
49982,318202,Cumberland Road West of 127 Street,2018,7700.0,53.604319,-113.543593
49983,444785,127 Street North of 153 Avenue,2019,24000.0,53.6180811,-113.5412053
49984,330309,Groat Road North of Emily Murphy Park Road,2022,32900.0,53.5354229,-113.5398564
49985,408476,139 Avenue West of 114 Street,2018,4400.0,53.6018292,-113.5202512
49986,302340,87 Avenue West of 163 Street,2022,19700.0,53.519525,-113.604113
49987,507948,13 Avenue West of Parsons Road,2020,6600.0,53.4413017,-113.4857622
49988,541447,97 Street North of  83 Avenue,2021,800.0,53.5195188,-113.4797187
49989,423988,176 Avenue West of 107 Street,2020,2600.0,53.6398241,-113.5106374
49990,103062,113 Avenue West of 151 Avenue,2021,400.0,53.5688046,-113.4207772
49991,504728,Ellerslie Road SW West of Edwards Drive SW,2020,22700.0,53.4248639,-113.4601045
49992,444725,127 Street North of 128 Avenue,2021,24300.0,53.5869377,-113.5412413
49993,534903,50 Street North of 90 Avenue,2019,21900.0,53.5225237,-113.4186008
49994,233878,71 Avenue West of 109 Street,2020,600.0,53.5075347,-113.5136142
49995,306220,96 Avenue West of 143 Street,2019,2100.0,53.5336697,-113.5682839
49996,250991,105 Street North of  51 Avenue,2022,2600.0,53.4886399,-113.5003222
49997,256331,119 Street North of  40 Avenue,2021,21000.0,53.4776479,-113.5387592
49998,400900,Hermitage Road West of Hyndman Crescent West,2021,7100.0,53.5794259,-113.3804066
49999,103220,113 Avenue West of 103 Street,2019,400.0,53.5626998,-113.4982807
50000,444649,125 Street North of 167 Avenue,2022,2600.0,53.6292393,-113.5381207
50001,536155,61 Street North of  94B Avenue,2022,600.0,53.5343004,-113.4262541
50002,111775,99 Street Noth of Jasper Avenue,2022,4500.0,53.541879,-113.488676
50003,330453,127 Street North of 117B Avenue,2019,2500.0,53.5700223,-113.5411694
50004,100964,102 Avenue West of 120 Street,2020,800.0,53.543028,-113.529712
50005,523512,89 Avenue West of 99 Street,2020,600.0,53.5244751,-113.4873
50006,537985,75 Street South of Roper Road,2019,30500.0,53.4911279,-113.4426757
50007,409888,Miller Boulevard West of Manning Drive Southbound,2022,4900.0,53.60708,-113.4139423
50008,318014,LeClair Way East of 184 Street,2022,6800.0,53.6026617,-113.6271985
50009,440341,91 Street North of 168 Avenue,2022,6800.0,53.6319271,-113.4811037
50010,337441,199 Street North of Trumpeter Way,2018,3600.0,53.5934074,-113.6640167
50011,310012,104 Avenue West of 157 Street,2020,1100.0,53.5463838,-113.5931052
50012,530435,12 Street North of  36A Avenue,2021,1900.0,53.471653,-113.3597582
50013,317980,137 Avenue West of 149 Street,2021,18600.0,53.5994437,-113.5873675
50014,531311,23 Street North of  38 Avenue,2020,800.0,53.4773161,-113.3783922
50015,263195,Armitage Crescent West SW North of Armitage Wynd SW,2020,1000.0,53.4322,-113.61057
50016,100916,102 Avenue West of 107 Street,2019,5300.0,53.5430066,-113.5056552
50017,224104,45 Avenue West of 209 Street,2018,1600.0,53.4831335,-113.6816974
50018,336569,178 Street North of 106A Avenue,2021,14900.0,53.552491,-113.6273604
50019,541851,99 Street North of  91 Avenue,2020,22200.0,53.526651,-113.4860769
50020,520996,76 Avenue West of 95 Street West,2022,5000.0,53.5122785,-113.4750333
50021,311832,107A Avenue West of 139 Street,2019,200.0,53.5516202,-113.5627261
50022,262205,Haddow Drive North of Haswell Gate North,2018,1200.0,53.4534705,-113.5979346
50023,507876,13 Avenue West of  49A Street,2020,5400.0,53.4424427,-113.4178634
50024,400420,Yellowhead Trail West of Fort Road,2021,68500.0,53.5824425,-113.4601585
50025,536741,66 Street North of Anthony Henday Drive,2020,10900.0,53.4370107,-113.4410299
50026,313372,111 Avenue West of 132 Street,2019,26700.0,53.5589232,-113.5501986
50027,318792,153 Avenue West of 134 Street,2020,6300.0,53.6146562,-113.5546952
50028,260723,South Terwillegar Drive North of Sloane Crescent N,2018,2500.0,53.4398018,-113.5809734
50029,300284,80 Avenue West of 139 Street,2022,800.0,53.5147224,-113.56287
50030,315616,122 Avenue West of 128 Street,2021,2600.0,53.5766868,-113.5437324
50031,111551,95 Street North of 110A Avenue,2019,11300.0,53.559292,-113.48659
50032,253349,111 Street North of Saddleback Road North,2022,20400.0,53.4632802,-113.5163391
50033,418436,163 Avenue West of  65 Street,2018,2400.0,53.6241299,-113.4424598
